-23.8819352,-23.8819352,370.2981284977778,581.9878599800428
-23.8809352,-23.8809352,370.2981284977778,581.9847492073544
-23.8819352,-23.8819352,370.30097294222224,581.9878599800428
-23.8809352,-23.8809352,370.30097294222224,581.9847492073544
-23.8819352,-23.8819352,370.3038173866667,581.9878599800428
-23.8809352,-23.8809352,370.3038173866667,581.9847492073544
-23.8819352,-23.8819352,370.30666183111106,581.9878599800428
-23.8809352,-23.8809352,370.30666183111106,581.9847492073544
-23.8819352,-23.8819352,370.3095062755555,581.9878599800428
-23.8809352,-23.8809352,370.3095062755555,581.9847492073544
-23.8819352,-23.8819352,370.31235072,581.9878599800428
-23.8809352,-23.8809352,370.31235072,581.9847492073544
-23.8819352,-23.8819352,370.31519516444445,581.9878599800428
-23.8809352,-23.8809352,370.31519516444445,581.9847492073544
-23.8819352,-23.8819352,370.3180396088889,581.9878599800428
-23.8809352,-23.8809352,370.3180396088889,581.9847492073544
-23.8819352,-23.8819352,370.32088405333326,581.9878599800428
-23.8809352,-23.8809352,370.32088405333326,581.9847492073544
-23.8819352,-23.8819352,370.3237284977777,581.9878599800428
-23.8809352,-23.8809352,370.3237284977777,581.9847492073544
-23.8819352,-23.8819352,370.3265729422222,581.9878599800428
-23.8809352,-23.8809352,370.3265729422222,581.9847492073544
-23.8819352,-23.8819352,370.32941738666653,581.9878599800428
-23.8809352,-23.8809352,370.32941738666653,581.9847492073544
-23.8819352,-23.8819352,370.332261831111,581.9878599800428
-23.8809352,-23.8809352,370.332261831111,581.9847492073544
-23.8819352,-23.8819352,370.33510627555546,581.9878599800428
-23.8809352,-23.8809352,370.33510627555546,581.9847492073544
-23.8819352,-23.8819352,370.3379507199999,581.9878599800428
-23.8809352,-23.8809352,370.3379507199999,581.9847492073544
-23.8819352,-23.8819352,370.3407951644444,581.9878599800428
-23.8809352,-23.8809352,370.3407951644444,581.9847492073544
-23.8819352,-23.8819352,370.3436396088888,581.9878599800428
-23.8809352,-23.8809352,370.3436396088888,581.9847492073544
-23.8819352,-23.8819352,370.34648405333326,581.9878599800428
-23.8809352,-23.8809352,370.34648405333326,581.9847492073544
